Feature_ID	Taxonomy
AB435259.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Bufonidae;g__Ansonia;s__tiomanica
AB435261.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Bufonidae;g__Ansonia;s__latirostra
AB435263.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Bufonidae;g__Ansonia;s__penangensis
AB435264.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Bufonidae;g__Ansonia;s__malayana
AB435265.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Bufonidae;g__Ansonia;s__sp. LSUHC 8049
AB435266.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Bufonidae;g__Ansonia;s__sp. LSUHC 8050
AB435271.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Bufonidae;g__Ansonia;s__platysoma
AB435273.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Bufonidae;g__Ansonia;s__sp. KUHE 12488
AB435274.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Bufonidae;g__Ansonia;s__sp. KUHE 12380
AB435275.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Bufonidae;g__Ansonia;s__sp. KUHE 12433
AB435276.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Bufonidae;g__Ansonia;s__sp. KUHE 12434
AB435278.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Bufonidae;g__Ansonia;s__hanitschi
AB435279.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Bufonidae;g__Ansonia;s__sp. BORN 08424
AB435280.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Bufonidae;g__Ansonia;s__sp. BORN 08475
AB435283.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Bufonidae;g__Ansonia;s__minuta
AB435285.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Bufonidae;g__Ansonia;s__spinulifer
AB435288.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Bufonidae;g__Ansonia;s__spinulifer
AB435291.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Bufonidae;g__Ansonia;s__spinulifer
AB435292.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Bufonidae;g__Ansonia;s__spinulifer
AB435293.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Bufonidae;g__Ansonia;s__longidigita
AB435296.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Bufonidae;g__Ansonia;s__torrentis
AB435299.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Bufonidae;g__Ansonia;s__sp. LSUHC 4991
AB435300.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Bufonidae;g__Ansonia;s__sp. LSUHC 4992
AB435301.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Bufonidae;g__Ansonia;s__sp. KUHE 17381
AB435302.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Bufonidae;g__Ansonia;s__sp. KUHE 17486
AB435305.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Bufonidae;g__Ansonia;s__albomaculata
AB435307.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Bufonidae;g__Ansonia;s__guibei
AB435309.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Bufonidae;g__Ansonia;s__muelleri
AB435313.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Bufonidae;g__Ansonia;s__muelleri
AB435314.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Bufonidae;g__Ansonia;s__muelleri
AB435315.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Bufonidae;g__Ansonia;s__muelleri
AB435317.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Bufonidae;g__Ansonia;s__mcgregori
AB474915.1	d__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Chamaeleonidae;g__Calumma;s__parsonii
AB474918.1	d__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Chamaeleonidae;g__Rieppeleon;s__kerstenii
AB488860.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Dicroglossidae;g__Fejervarya;s__triora
AB488862.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Dicroglossidae;g__Fejervarya;s__multistriata
AB488863.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Dicroglossidae;g__Fejervarya;s__sakishimensis
AB488864.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Dicroglossidae;g__Fejervarya;s__sp. Hiroshima
AB488865.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Dicroglossidae;g__Minervarya;s__pierrei
AB488866.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Dicroglossidae;g__Fejervarya;s__sp. Nepal
AB488867.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Dicroglossidae;g__Fejervarya;s__kirtisinghei
AB488868.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Dicroglossidae;g__Minervarya;s__greenii
AB488869.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Dicroglossidae;g__Minervarya;s__syhadrensis
AB488870.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Dicroglossidae;g__Minervarya;s__syhadrensis
AB488871.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Dicroglossidae;g__Minervarya;s__caperata
AB488872.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Dicroglossidae;g__Minervarya;s__agricola
AB488873.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Dicroglossidae;g__Minervarya;s__mudduraja
AB488874.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Dicroglossidae;g__Minervarya;s__rufescens
AB488875.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Dicroglossidae;g__Minervarya;s__kudremukhensis
AB488876.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Dicroglossidae;g__Fejervarya;s__sp. Andaman Island
AB488877.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Dicroglossidae;g__Fejervarya;s__sp. Assam
AB488878.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Dicroglossidae;g__Euphlyctis;s__cyanophlyctis
AB488880.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Dicroglossidae;g__Occidozyga;s__lima
AB488881.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Dicroglossidae;g__Occidozyga;s__sp. Kuala Lumpur
AB492871.1	d__Metazoa;p__Chordata;c__Aves;o__Passeriformes;f__Sylviidae;g__Acrocephalus;s__arundinaceus
AB496672.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Botiidae;g__Parabotia;s__mantschuricus
AB505367.1	d__Metazoa;p__Mollusca;c__Gastropoda;o__Trochida;f__Trochidae;g__Alcyna;s__ocellata
AB505368.1	d__Metazoa;p__Mollusca;c__Gastropoda;o__Trochida;f__Trochidae;g__Alcyna;s__ocellata
AB505373.1	d__Metazoa;p__Mollusca;c__Gastropoda;o__Trochida;f__Trochidae;g__Broderipia;s__iridescens
AB505374.1	d__Metazoa;p__Mollusca;c__Gastropoda;o__Trochida;f__Trochidae;g__Broderipia;s__eximia
AB511290.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Ranidae;g__Odorrana;s__cf. schmackeri
AB511293.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Ranidae;g__Amolops;s__larutensis
AB526310.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Dicroglossidae;g__Limnonectes;s__namiyei
AB526311.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Dicroglossidae;g__Limnonectes;s__fujianensis
AB526315.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Dicroglossidae;g__Limnonectes;s__fragilis
AB526316.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Dicroglossidae;g__Limnonectes;s__kuhlii
AB526324.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Dicroglossidae;g__Fejervarya;s__iskandari
AB526609.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Ranidae;g__Meristogenys;s__whiteheadi
AB526610.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Ranidae;g__Meristogenys;s__poecilus
AB526611.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Ranidae;g__Meristogenys;s__maryatiae
AB526612.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Ranidae;g__Meristogenys;s__stenocephalus
AB526614.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Ranidae;g__Meristogenys;s__stigmachilus
AB526615.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Ranidae;g__Meristogenys;s__dyscritus
AB526616.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Ranidae;g__Meristogenys;s__dyscritus
AB526617.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Ranidae;g__Meristogenys;s__whiteheadi
AB530027.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Rhacophoridae;g__Buergeria;s__buergeri
AB530041.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Rhacophoridae;g__Buergeria;s__buergeri
AB530044.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Rhacophoridae;g__Buergeria;s__buergeri
AB530051.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Rhacophoridae;g__Buergeria;s__buergeri
AB530052.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Rhacophoridae;g__Buergeria;s__buergeri
AB530061.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Rhacophoridae;g__Buergeria;s__buergeri
AB530062.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Rhacophoridae;g__Buergeria;s__buergeri
AB530068.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Rhacophoridae;g__Buergeria;s__buergeri
AB530074.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Rhacophoridae;g__Buergeria;s__japonica
AB530077.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Rhacophoridae;g__Buergeria;s__robusta
AB535192.1	d__Metazoa;p__Mollusca;c__Gastropoda;o__Caenogastropoda;f__Potamididae;g__Cerithidea;s__djadjariensis
AB535195.1	d__Metazoa;p__Mollusca;c__Gastropoda;o__Caenogastropoda;f__Batillariidae;g__Batillaria;s__cumingii
AB537553.1	d__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Agamidae;g__Leiolepis;s__rubritaeniata
AB537554.1	d__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Agamidae;g__Leiolepis;s__belliana belliana
AB537555.1	d__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Agamidae;g__Leiolepis;s__boehmei
AB558936.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Dicroglossidae;g__Limnonectes;s__taylori
AB558941.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Dicroglossidae;g__Limnonectes;s__jarujini
AB558951.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Dicroglossidae;g__Limnonectes;s__jarujini
AB558955.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Dicroglossidae;g__Limnonectes;s__megastomias
AB564281.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Rhacophoridae;g__Polypedates;s__megacephalus
AB564282.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Rhacophoridae;g__Polypedates;s__megacephalus
AB598297.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Microhyla;s__malang
AB598298.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Microhyla;s__malang
AB598301.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Microhyla;s__malang
AB598310.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Microhyla;s__mantheyi
AB598311.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Microhyla;s__achatina
AB598316.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Glyphoglossus;s__minutus
AB598317.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Micryletta;s__inornata
AB606970.1	d__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Gekkonidae;g__Cyrtodactylus;s__louisiadensis
AB610503.1	d__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Eublepharidae;g__Hemitheconyx;s__taylori
AB612270.1	d__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Gekkonidae;g__Pachydactylus;s__punctatus
AB612272.1	d__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Gekkonidae;g__Paroedura;s__masobe
AB612273.1	d__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Sphaerodactylidae;g__Sphaerodactylus;s__elegans
AB612274.1	d__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Gekkonidae;g__Ptenopus;s__garrulus
AB612275.1	d__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Sphaerodactylidae;g__Teratoscincus;s__microlepis
AB626856.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Leuciscidae;g__Pseudaspius;s__sachalinensis
AB634605.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Microhyla;s__borneensis
AB634606.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Microhyla;s__butleri
AB634608.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Microhyla;s__fissipes
AB634609.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Microhyla;s__fowleri
AB634610.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Microhyla;s__marmorata
AB634611.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Microhyla;s__mixtura
AB634613.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Microhyla;s__palmipes
AB634614.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Microhyla;s__perparva
AB634615.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Microhyla;s__perparva
AB634616.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Microhyla;s__petrigena
AB634617.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Microhyla;s__petrigena
AB634620.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Microhyla;s__sp. BOR 8480
AB634621.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Microhyla;s__sp. MZB Amp 16259
AB634622.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Microhyla;s__sp. MZB Amp 15291
AB634623.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Microhyla;s__sp. MZB Amp 16328
AB634625.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Microhyla;s__superciliaris
AB634627.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Calluella;s__guttulata
AB634634.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Metaphrynella;s__pollicaris
AB634635.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Metaphrynella;s__sundana
AB634636.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Phrynella;s__pulchra
AB634638.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Micryletta;s__steinegeri
AB634639.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Kalophrynus;s__heterochirus
AB634640.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Kalophrynus;s__interlineatus
AB634643.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Kalophrynus;s__sp. KUHE 53284
AB634644.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Kalophrynus;s__stellatus
AB634645.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Kalophrynus;s__subterrestris
AB634646.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Kalophrynus;s__yongi
AB634647.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Gastrophrynoides;s__immaculatus
AB634651.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Oreophryne;s__monticola
AB634652.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Phrynomantis;s__bifasciatus
AB634653.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Microhylidae;g__Scaphiophryne;s__gottlebei
AB634654.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Hyperoliidae;g__Hyperolius;s__viridiflavus
AB636609.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Dicroglossidae;g__Hoplobatrachus;s__rugulosus
AB636614.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Dicroglossidae;g__Hoplobatrachus;s__tigerinus x Hoplobatrachus rugulosus
AB640898.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Ranidae;g__Pelophylax;s__sp. KTUFS-52
AB640899.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Ranidae;g__Pelophylax;s__caralitanus
AB640906.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Ranidae;g__Pelophylax;s__bedriagae
AB640911.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Ranidae;g__Pelophylax;s__bedriagae
AB640912.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Ranidae;g__Pelophylax;s__sp. KTUFS-53
AB640913.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Ranidae;g__Pelophylax;s__sp. KTUFS-54
AB640914.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Ranidae;g__Pelophylax;s__caralitanus
AB640916.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Ranidae;g__Pelophylax;s__bedriagae
AB640918.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Ranidae;g__Pelophylax;s__bedriagae
AB640924.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Ranidae;g__Pelophylax;s__bedriagae
AB640925.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Ranidae;g__Pelophylax;s__bedriagae
AB640927.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Ranidae;g__Pelophylax;s__bedriagae
AB640930.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Ranidae;g__Pelophylax;s__bedriagae
AB640931.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Ranidae;g__Pelophylax;s__bedriagae
AB646370.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Megophryidae;g__Leptobrachium;s__montanum
AB646373.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Megophryidae;g__Leptobrachium;s__montanum
AB646375.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Megophryidae;g__Leptobrachium;s__abbotti
AB646378.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Megophryidae;g__Leptobrachium;s__abbotti
AB646379.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Megophryidae;g__Leptobrachium;s__abbotti
AB646380.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Megophryidae;g__Leptobrachium;s__abbotti
AB646382.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Megophryidae;g__Leptobrachium;s__abbotti
AB646383.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Megophryidae;g__Leptobrachium;s__montanum
AB646385.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Megophryidae;g__Leptobrachium;s__abbotti
AB646386.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Megophryidae;g__Leptobrachium;s__montanum
AB646387.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Megophryidae;g__Leptobrachium;s__sp. MZB Amp11312
AB646388.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Megophryidae;g__Leptobrachium;s__sp. MZB Amp11313
AB646389.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Megophryidae;g__Leptobrachium;s__sp. MZB Amp11311
AB646394.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Megophryidae;g__Leptobrachium;s__abbotti
AB646398.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Megophryidae;g__Leptobrachium;s__abbotti
AB646402.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Megophryidae;g__Leptobrachium;s__abbotti
AB646403.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Megophryidae;g__Leptobrachium;s__montanum
AB646404.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Megophryidae;g__Leptobrachium;s__gunungense
AB646405.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Megophryidae;g__Leptobrachium;s__gunungense
AB646407.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Megophryidae;g__Leptobrachium;s__montanum
AB648909.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Myctophiformes;f__Myctophidae;g__Protomyctophum;s__arcticum
AB661661.1	d__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Gekkonidae;g__Tropiocolotes;s__tripolitanus
AB661662.1	d__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Gekkonidae;g__Gehyra;s__marginata
AB661664.1	d__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Gekkonidae;g__Phelsuma;s__guimbeaui
AB661666.1	d__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Gekkonidae;g__Geckolepis;s__petiti
AB679284.1	d__Metazoa;p__Chordata;c__Lepidosauria;o__Squamata;f__Carphodactylidae;g__Nephrurus;s__amyae
AB685767.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Ranidae;g__Rana;s__sauteri
AB685768.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Ranidae;g__Rana;s__kobai
AB685770.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Ranidae;g__Rana;s__kobai
AB685772.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Ranidae;g__Rana;s__kobai
AB685780.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Ranidae;g__Rana;s__ulma
AB685786.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Ranidae;g__Rana;s__ulma
AB685787.1	d__Metazoa;p__Chordata;c__Amphibia;o__Anura;f__Ranidae;g__Rana;s__ulma
AB686111.1	d__Metazoa;p__Chordata;c__Amphibia;o__Gymnophiona;f__Ichthyophiidae;g__Ichthyophiidae;s__sp. KUHE 20081126_24
AB686112.1	d__Metazoa;p__Chordata;c__Amphibia;o__Gymnophiona;f__Ichthyophiidae;g__Ichthyophiidae;s__sp. KUHE 20081126_25
AB686113.1	d__Metazoa;p__Chordata;c__Amphibia;o__Gymnophiona;f__Ichthyophiidae;g__Ichthyophiidae;s__sp. KUHE 20081126_26
AB686114.1	d__Metazoa;p__Chordata;c__Amphibia;o__Gymnophiona;f__Ichthyophiidae;g__Ichthyophiidae;s__sp. KUHE 20081126_27
AB686115.1	d__Metazoa;p__Chordata;c__Amphibia;o__Gymnophiona;f__Ichthyophiidae;g__Ichthyophiidae;s__sp. KUHE 20081127_1
AB686116.1	d__Metazoa;p__Chordata;c__Amphibia;o__Gymnophiona;f__Ichthyophiidae;g__Ichthyophiidae;s__sp. KUHE 20081127_2
AB686117.1	d__Metazoa;p__Chordata;c__Amphibia;o__Gymnophiona;f__Ichthyophiidae;g__Ichthyophiidae;s__sp. KUHE 20081128_5
AB686120.1	d__Metazoa;p__Chordata;c__Amphibia;o__Gymnophiona;f__Ichthyophiidae;g__Ichthyophis;s__cf. mindanaoensis KUHE 33345
AB686121.1	d__Metazoa;p__Chordata;c__Amphibia;o__Gymnophiona;f__Ichthyophiidae;g__Ichthyophiidae;s__sp. KUHE 33639
AB686122.1	d__Metazoa;p__Chordata;c__Amphibia;o__Gymnophiona;f__Ichthyophiidae;g__Ichthyophiidae;s__sp. KUHE 33640
AB686123.1	d__Metazoa;p__Chordata;c__Amphibia;o__Gymnophiona;f__Ichthyophiidae;g__Caudacaecilia;s__cf. nigroflava KUHE 34877
AB686129.1	d__Metazoa;p__Chordata;c__Amphibia;o__Gymnophiona;f__Ichthyophiidae;g__Ichthyophis;s__sp. KUHE 39361
AB686130.1	d__Metazoa;p__Chordata;c__Amphibia;o__Gymnophiona;f__Ichthyophiidae;g__Caudacaecilia;s__sp. KUHE 39362
AB686131.1	d__Metazoa;p__Chordata;c__Amphibia;o__Gymnophiona;f__Ichthyophiidae;g__Ichthyophiidae;s__sp. KUHE 42204
AB686132.1	d__Metazoa;p__Chordata;c__Amphibia;o__Gymnophiona;f__Ichthyophiidae;g__Ichthyophiidae;s__sp. KUHE 42227
AB686134.1	d__Metazoa;p__Chordata;c__Amphibia;o__Gymnophiona;f__Ichthyophiidae;g__Ichthyophiidae;s__sp. KUHE 42231
AB686139.1	d__Metazoa;p__Chordata;c__Amphibia;o__Gymnophiona;f__Ichthyophiidae;g__Ichthyophiidae;s__sp. KUHE 52039
AB686140.1	d__Metazoa;p__Chordata;c__Amphibia;o__Gymnophiona;f__Ichthyophiidae;g__Ichthyophiidae;s__sp. KUHE 52266
AB686141.1	d__Metazoa;p__Chordata;c__Amphibia;o__Gymnophiona;f__Ichthyophiidae;g__Ichthyophiidae;s__sp. KUHE 52426
AB686142.1	d__Metazoa;p__Chordata;c__Amphibia;o__Gymnophiona;f__Ichthyophiidae;g__Ichthyophiidae;s__sp. KUHE 52427
AB686143.1	d__Metazoa;p__Chordata;c__Amphibia;o__Gymnophiona;f__Ichthyophiidae;g__Ichthyophiidae;s__sp. KUHE 52519
AB686144.1	d__Metazoa;p__Chordata;c__Amphibia;o__Gymnophiona;f__Ichthyophiidae;g__Ichthyophiidae;s__sp. KUHE 52571
AB686145.1	d__Metazoa;p__Chordata;c__Amphibia;o__Gymnophiona;f__Ichthyophiidae;g__Ichthyophis;s__biangularis
AB686147.1	d__Metazoa;p__Chordata;c__Amphibia;o__Gymnophiona;f__Ichthyophiidae;g__Ichthyophiidae;s__sp. KUHE 53429
