Feature_ID	Taxonomy
LC774573.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Luciogobius;s__sp. 'hoso-mimizu-haze'
LC774575.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Pleuronectiformes;f__Bothidae;g__Bothidae;s__sp. CBM:ZF:21146
LC774576.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Beloniformes;f__Adrianichthyidae;g__Oryzias;s__latipes
LC774582.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Labriformes;f__Labridae;g__Calotomus;s__japonicus
LC774585.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Gymnogobius;s__petschiliensis
LC774587.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Cottidae;g__Stlengis;s__misakia
LC774588.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Beloniformes;f__Exocoetidae;g__Cheilopogon;s__cyanopterus
LC774589.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Holocentriformes;f__Holocentridae;g__Myripristis;s__kochiensis
LC774593.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Serranidae;g__Hyporthodus;s__octofasciatus
LC774596.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Lutjaniformes;f__Haemulidae;g__Plectorhinchus;s__gibbosus
LC774638.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Sphyraenidae;g__Sphyraena;s__forsteri
LC774645.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Odontobutidae;g__Odontobutis;s__obscura
LC774646.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Odontobutidae;g__Odontobutis;s__obscura
LC774647.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Leuciscidae;g__Rhynchocypris;s__jouyi
LC774648.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Zoarcidae;g__Zoarchias;s__neglectus
LC775103.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Pleuronectiformes;f__Bothidae;g__Chascanopsetta;s__micrognatha
LC776889.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Sagamia;s__geneionema
LC776890.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Labriformes;f__Labridae;g__Leptoscarus;s__vaigiensis
LC776895.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Atheriniformes;f__Atherinidae;g__Atherion;s__elymus
LC776900.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Pleuronectiformes;f__Cynoglossidae;g__Symphurus;s__thermophilus
LC777190.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Trachichthyiformes;f__Trachichthyidae;g__Hoplostethus;s__japonicus
LC777192.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Trachichthyiformes;f__Trachichthyidae;g__Aulotrachichthys;s__prosthemius
LC777193.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Trachichthyiformes;f__Trachichthyidae;g__Hoplostethus;s__crassispinus
LC778282.1	d__Metazoa;p__Chordata;c__Mammalia;o__Rodentia;f__Muridae;g__Tokudaia;s__muenninki
LC778283.1	d__Metazoa;p__Chordata;c__Mammalia;o__Rodentia;f__Muridae;g__Tokudaia;s__osimensis
LC778284.1	d__Metazoa;p__Chordata;c__Mammalia;o__Rodentia;f__Muridae;g__Tokudaia;s__tokunoshimensis
LC778703.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gerreiformes;f__Gerreidae;g__Gerres;s__equulus
LC778704.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Labriformes;f__Labridae;g__Labroides;s__dimidiatus
LC778712.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Lutjaniformes;f__Lutjanidae;g__Lutjanus;s__russellii
LC778713.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Tetraodontiformes;f__Tetraodontidae;g__Arothron;s__hispidus
LC779048.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Eviota;s__afelei
LC779049.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Eviota;s__nigramembrana
LC780147.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Gnatholepis;s__anjerensis
LC780148.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Blenniiformes;f__Blenniidae;g__Istiblennius;s__lineatus
LC780149.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacentridae;g__Chromis;s__yamakawai
LC780150.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Kurtiformes;f__Apogonidae;g__Apogonichthyoides;s__sialis
LC780151.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Luciogobius;s__fonticola
LC780152.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Stiphodon;s__percnopterygionus
LC780153.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Inu;s__sp. YC-G 0064
LC780154.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Inu;s__sp. UMNB-I:13393
LC780155.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Inu;s__sp. UMNB-I:13394
LC780156.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Atheriniformes;f__Atherinidae;g__Hypoatherina;s__tsurugae
LC780157.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Gymnogobius;s__breunigii
LC780158.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Luciogobius;s__martellii
LC780159.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Gymnogobius;s__uchidai
LC780161.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Labriformes;f__Labridae;g__Stethojulis;s__trilineata
LC780163.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Lutjaniformes;f__Lutjanidae;g__Lutjanus;s__monostigma
LC780164.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Syngnathiformes;f__Mullidae;g__Upeneus;s__tragula
LC780165.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Mugiliformes;f__Mugilidae;g__Oedalechilus;s__labiosus
LC780188.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Uranoscopiformes;f__Pinguipedidae;g__Parapercis;s__kentingensis
LC781620.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Kurtiformes;f__Apogonidae;g__Jaydia;s__lineata
LC781951.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Sphyraenidae;g__Sphyraena;s__japonica
LC781952.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Lophiiformes;f__Antennariidae;g__Antennarius;s__striatus
LC781955.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Tetraodontiformes;f__Tetraodontidae;g__Sphoeroides;s__pachygaster
LC781956.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Tetraodontiformes;f__Molidae;g__Ranzania;s__laevis
LC782346.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Centrarchiformes;f__Centrarchidae;g__Lepomis;s__megalotis
LC783556.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Gymnogobius;s__castaneus
LC783557.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Myctophiformes;f__Neoscopelidae;g__Neoscopelus;s__microchir
LC783558.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Myctophiformes;f__Myctophidae;g__Diaphus;s__theta
LC783561.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Myctophiformes;f__Myctophidae;g__Diaphus;s__chrysorhynchus
LC783563.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Labriformes;f__Labridae;g__Pteragogus;s__aurigarius
LC785468.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Acropomatiformes;f__Champsodontidae;g__Champsodon;s__sp. NSMT:P:140067
LC785469.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Anguilliformes;f__Muraenesocidae;g__Muraenesox;s__cinereus
LC785470.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Scombriformes;f__Scombropidae;g__Scombrops;s__boops
LC785471.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Beloniformes;f__Belonidae;g__Strongylura;s__anastomella
LC785472.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Myctophiformes;f__Myctophidae;g__Nannobrachium;s__fernae
LC785473.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Stomiiformes;f__Stomiidae;g__Photonectes;s__sp. CBM:ZF:14287
LC785474.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Stomiiformes;f__Stomiidae;g__Chauliodus;s__sp. CBM:ZF:14324
LC785475.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Acropomatiformes;f__Champsodontidae;g__Champsodon;s__sp. CBM:ZF:21217
LC785476.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Acropomatiformes;f__Pentacerotidae;g__Pentaceros;s__wheeleri
LC785477.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Anguilliformes;f__Muraenesocidae;g__Muraenesox;s__bagio
LC785478.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Aulopiformes;f__Paralepididae;g__Stemonosudis;s__sp. CBM:ZF:14784
LC785479.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Stomiiformes;f__Phosichthyidae;g__Ichthyococcus;s__sp. CBM:ZF:14690
LC785481.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Stomiiformes;f__Stomiidae;g__Photostomias;s__sp. CBM:ZF:14253
LC785482.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Stomiiformes;f__Stomiidae;g__Bathophilus;s__sp. CBM:ZF:14286
LC785483.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Stomiiformes;f__Stomiidae;g__Idiacanthus;s__fasciola
LC786477.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Stomiiformes;f__Sternoptychidae;g__Argyropelecus;s__sladeni
LC786478.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Stomiiformes;f__Stomiidae;g__Idiacanthus;s__fasciola
LC786479.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Stomiiformes;f__Stomiidae;g__Leptostomias;s__robustus
LC786480.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Stomiiformes;f__Gonostomatidae;g__Sigmops;s__sp. CBM:ZF:14256
LC786482.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Beryciformes;f__Melamphaidae;g__Scopelogadus;s__cf. bispinosus CBM:ZF:20186
LC786484.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Stomiiformes;f__Stomiidae;g__Chauliodus;s__sp. CBM:ZF:14301
LC787710.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Acropomatiformes;f__Epigonidae;g__Epigonus;s__denticulatus
LC787711.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Stomiiformes;f__Sternoptychidae;g__Polyipnus;s__stereope
LC787713.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Acropomatiformes;f__Pentacerotidae;g__Pentaceros;s__japonicus
LC787716.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Acropomatiformes;f__Acropomatidae;g__Acropoma;s__hanedai
LC787727.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Setarchidae;g__Lythrichthys;s__cypho
LC790101.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Tetraodontiformes;f__Ostraciidae;g__Tetrosomus;s__reipublicae
LC790103.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Beryciformes;f__Melamphaidae;g__Poromitra;s__cristiceps
LC790106.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Beryciformes;f__Melamphaidae;g__Melamphaes;s__lugubris
LC790107.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Stomiiformes;f__Stomiidae;g__Bathophilus;s__sp. CBM:ZF:14210
LC790108.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Stomiiformes;f__Stomiidae;g__Photostomias;s__sp. CBM:ZF:14211
LC790109.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Argentiniformes;f__Bathylagidae;g__Melanolagus;s__bericoides
LC790110.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Aulopiformes;f__Notosudidae;g__Scopelosaurus;s__sp. CBM:ZF:14245
LC790112.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Scombriformes;f__Scombridae;g__Thunnus;s__tonggol
LC790113.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Labriformes;f__Labridae;g__Halichoeres;s__tenuispinis
LC790115.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Blenniiformes;f__Blenniidae;g__Petroscirtes;s__breviceps
LC790116.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Centrarchiformes;f__Terapontidae;g__Rhynchopelates;s__oxyrhynchus
LC790118.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Apistidae;g__Apistus;s__carinatus
LC790123.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Setarchidae;g__Lythrichthys;s__eulabes
LC790124.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Anthiadidae;g__Pseudanthias;s__sp. CBM:ZF:23388
LC790125.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Trachichthyiformes;f__Trachichthyidae;g__Gephyroberyx;s__japonicus
LC790126.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacanthidae;g__Centropyge;s__fisheri
LC790127.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Syngnathiformes;f__Centriscidae;g__Macroramphosus;s__sagifue
LC790130.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Syngnathiformes;f__Centriscidae;g__Macroramphosus;s__gracilis
LC790131.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Labriformes;f__Labridae;g__Pseudolabrus;s__sieboldi
LC790132.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Acentrogobius;s__pflaumii
LC790133.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Lophiiformes;f__Chaunacidae;g__Chaunax;s__penicillatus
LC790136.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Stomiiformes;f__Gonostomatidae;g__Sigmops;s__longipinnis
LC790137.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Argentiniformes;f__Bathylagidae;g__Pseudobathylagus;s__sp. CBM:ZF:14708
LC791101.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Stomiiformes;f__Gonostomatidae;g__Gonostoma;s__atlanticum
LC791102.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Stomiiformes;f__Stomiidae;g__Melanostomias;s__melanops
LC791103.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Stomiiformes;f__Stomiidae;g__Stomias;s__sp. CBM:ZF:15520
LC791105.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Syngnathiformes;f__Fistulariidae;g__Fistularia;s__petimba
LC791107.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Priacanthiformes;f__Cepolidae (in: bony fishes);g__Acanthocepola;s__krusensternii
LC791108.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Anthiadidae;g__Pseudanthias;s__rubrizonatus
LC791251.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Xenocyprididae;g__Megalobrama;s__amblycephala
LC791738.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Blenniiformes;f__Blenniidae;g__Parablennius;s__yatabei
LC791739.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Pleuronectiformes;f__Cynoglossidae;g__Cynoglossus;s__interruptus
LC791740.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Kurtiformes;f__Apogonidae;g__Ostorhinchus;s__kiensis
LC791741.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Syngnathiformes;f__Callionymidae;g__Repomucenus;s__huguenini
LC791742.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gobiiformes;f__Gobiidae;g__Redigobius;s__bikolanus
LC791744.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Beryciformes;f__Melamphaidae;g__Poromitra;s__sp. CBM:ZF:20203
LC791746.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Pleuronectiformes;f__Cynoglossidae;g__Cynoglossus;s__robustus
LC794221.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Stomiiformes;f__Phosichthyidae;g__Vinciguerria;s__poweriae
LC794222.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Stomiiformes;f__Sternoptychidae;g__Maurolicus;s__japonicus
LC794223.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Stomiiformes;f__Gonostomatidae;g__Cyclothone;s__atraria
LC797026.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Aulopiformes;f__Scopelarchidae;g__Scopelarchus;s__michaelsarsi
LC797997.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Beryciformes;f__Melamphaidae;g__Scopeloberyx;s__sp. CBM:ZF:20179
LC799146.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Salmoniformes;f__Salmonidae;g__Salvelinus;s__curilus
LC799149.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Gobionidae;g__Gnathopogon;s__elongatus elongatus
LC800333.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Gadiformes;f__Macrouridae;g__Gadomus;s__colletti
LC801340.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Ophidiiformes;f__Ophidiidae;g__Bassozetus;s__zenkevitchi
LC801548.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Ophidiiformes;f__Ophidiidae;g__Neobythites;s__sp. CBM:ZF:23594
LC802706.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Nemacheilidae;g__Lefua;s__echigonia
LC804447.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Notacanthiformes;f__Halosauridae;g__Aldrovandia;s__affinis
LC804448.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Beryciformes;f__Melamphaidae;g__Scopeloberyx;s__rossicus
LC804449.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Stomiiformes;f__Phosichthyidae;g__Pollichthys;s__mauli
LC805236.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Lampriformes;f__Trachipteridae;g__Desmodema;s__polystictum
LC805237.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Stomiiformes;f__Sternoptychidae;g__Polyipnus;s__matsubarai
LC806059.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Beloniformes;f__Hemiramphidae;g__Hyporhamphus;s__yuri
LC806060.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Myctophiformes;f__Myctophidae;g__Diaphus;s__kuroshio
LC808152.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Cypriniformes;f__Acheilognathidae;g__Acheilognathus;s__melanogaster
LC811263.1	d__Metazoa;p__Arthropoda;c__Malacostraca;o__Decapoda;f__Sergestidae;g__Lucensosergia;s__lucens
LC811633.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Myctophiformes;f__Myctophidae;g__Nannobrachium;s__regale
LC811634.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Myctophiformes;f__Myctophidae;g__Lampanyctus;s__jordani
LC812906.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Spariformes;f__Sparidae;g__Acanthopagrus;s__latus
LC812907.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Myctophiformes;f__Myctophidae;g__Dasyscopelus;s__sp. CBM:ZF:14749
LC812908.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Myctophiformes;f__Myctophidae;g__Ceratoscopelus;s__warmingii
LC812909.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Aulopiformes;f__Notosudidae;g__Scopelosaurus;s__harryi
LC812910.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Argentiniformes;f__Bathylagidae;g__Bathylagus;s__pacificus
LC812911.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Myctophiformes;f__Myctophidae;g__Stenobrachius;s__leucopsarus
LC812912.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Myctophiformes;f__Myctophidae;g__Diaphus;s__garmani
LC812913.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Myctophiformes;f__Myctophidae;g__Tarletonbeania;s__crenularis
LC812914.2	d__Metazoa;p__Chordata;c__Actinopteri;o__Myctophiformes;f__Myctophidae;g__Diogenichthys;s__sp. CBM:ZF:23667
LC812915.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Myctophiformes;f__Myctophidae;g__Lampanyctus;s__acanthurus
LC814579.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Myctophiformes;f__Myctophidae;g__Diaphus;s__kuroshio
LC814580.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Myctophiformes;f__Myctophidae;g__Stenobrachius;s__nannochir
LC814581.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Myctophiformes;f__Myctophidae;g__Protomyctophum;s__thompsoni
LC814582.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Perciformes;f__Liparidae;g__Careproctus;s__melanurus
LC814583.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Labriformes;f__Labridae;g__Pseudolabrus;s__sieboldi
LC814584.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Lobotiformes;f__Hapalogenyidae;g__Hapalogenys;s__nigripinnis
LC814858.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacentridae;g__Abudefduf;s__caudobimaculatus
LC814859.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacentridae;g__Abudefduf;s__notatus
LC814860.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacentridae;g__Abudefduf;s__septemfasciatus
LC814870.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacentridae;g__Amblyglyphidodon;s__curacao
LC814873.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacentridae;g__Amphiprion;s__frenatus
LC814875.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacentridae;g__Amphiprion;s__ocellaris
LC814876.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacentridae;g__Amphiprion;s__perideraion
LC814877.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacentridae;g__Amphiprion;s__sandaracinos
LC814878.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacentridae;g__Chromis;s__chrysura
LC814880.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacentridae;g__Chromis;s__viridis
LC814881.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacentridae;g__Chromis;s__viridis
LC814884.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacentridae;g__Chrysiptera;s__biocellata
LC814885.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacentridae;g__Chrysiptera;s__biocellata
LC814890.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacentridae;g__Chrysiptera;s__cyanea
LC814895.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacentridae;g__Chrysiptera;s__leucopoma
LC814898.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacentridae;g__Chrysiptera;s__starcki
LC814901.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacentridae;g__Chrysiptera;s__unimaculata
LC814904.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacentridae;g__Dascyllus;s__aruanus
LC814906.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacentridae;g__Dascyllus;s__trimaculatus
LC814907.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacentridae;g__Neoglyphidodon;s__nigroris
LC814914.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacentridae;g__Plectroglyphidodon;s__altus
LC814915.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacentridae;g__Plectroglyphidodon;s__imparipennis
LC814916.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacentridae;g__Plectroglyphidodon;s__leucozona
LC814919.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacentridae;g__Pomacentrus;s__alexanderae
LC814934.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacentridae;g__Pomacentrus;s__chrysurus
LC814936.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacentridae;g__Pomacentrus;s__chrysurus
LC814940.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacentridae;g__Pomacentrus;s__lepidogenys
LC814945.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacentridae;g__Pomacentrus;s__moluccensis
LC814948.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacentridae;g__Pomacentrus;s__philippinus
LC814954.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacentridae;g__Pomacentrus;s__sp.'minami-iso-suzumedai'
LC814966.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacentridae;g__Pomacentrus;s__sp.'minami-iso-suzumedai'
LC814968.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacentridae;g__Pomacentrus;s__taeniometopon
LC814972.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacentridae;g__Pomacentrus;s__taeniometopon
LC814976.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacentridae;g__Pomacentrus;s__taeniometopon
LC814977.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacentridae;g__Pomacentrus;s__vaiuli
LC814979.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacentridae;g__Pomachromis;s__richardsoni
LC814981.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacentridae;g__Stegastes;s__albifasciatus
LC814982.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacentridae;g__Stegastes;s__lacrymatus
LC814984.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Euteleosteomorpha;f__Pomacentridae;g__Stegastes;s__lacrymatus
LC815099.1	d__Metazoa;p__Chordata;c__Actinopteri;o__Labriformes;f__Labridae;g__Bodianus;s__reticulatus
